id,path,name,position,language,loc,words,keywords/globals.json,keywords/builtins.json,keywords/global.json,keywords/inspect.json,keywords/locals.json,keywords/nonlocal.json,loop_statements,loop_nestings,if_statements,if_nestings,functions_calls,function_calls_nestings,params,param_kw_match,parse_error
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/144-1,end_graphics,144:1,python,14,34,0,0,1,0,0,0,0,0,1,1,4,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/159-1,clear_screen,159:1,python,5,15,0,0,1,0,0,0,0,0,0,0,2,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/204-1,moveCircle,204:1,python,19,74,0,0,1,0,0,0,1,1,2,1,5,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/227-1,text,227:1,python,5,37,0,0,1,0,0,0,0,0,0,0,2,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/258-1,_keypress,258:1,python,7,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/266-1,_keyrelease,266:1,python,8,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/288-1,_clear_keys,288:1,python,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsUtils.py.functions/301-1,keys_waiting,301:1,python,5,10,0,0,1,0,0,0,0,0,0,0,1,1,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_distutils/core.py.functions/96-1,setup,96:1,python,92,392,0,0,1,0,0,0,0,0,10,1,15,2,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/setuptools/_distutils/core.py.functions/220-1,run_setup,220:1,python,69,296,0,0,1,0,0,0,0,0,3,1,8,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/idlelib/browser.py.functions/94-5,init,94:5,python,30,110,0,0,1,0,0,0,0,0,3,1,18,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/jinja2/runtime.py.functions/78-1,new_context,78:1,python,25,61,2,0,0,0,0,0,1,1,5,2,4,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/turtledemo/penrose.py.functions/135-1,test,135:1,python,12,64,0,0,1,0,0,0,0,0,0,0,9,1,0,0,none
99843425,tot_projects/0/99843425-d97cbfa3b89485a3bbe968b7d712c4d849c43c26/lozuwa-automatic_digital_microscope_open_source_version-d97cbfa/MicroscopeProt3/RpiWebserver.py.functions/132-1,listen,132:1,python,3,6,0,0,1,0,0,0,1,1,0,0,0,0,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/mako/ext/beaker_cache.py.functions/32-5,__init__,32:5,python,12,45,0,0,1,0,0,0,0,0,3,2,4,2,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_internal/network/auth.py.functions/172-1,get_keyring_auth,172:1,python,17,55,0,0,1,0,0,0,0,0,1,1,4,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/docutils/parsers/rst/languages/__init__.py.functions/22-1,get_language,22:1,python,15,47,2,0,0,0,0,0,1,1,1,1,8,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/_dummy_thread.py.functions/29-1,start_new_thread,29:1,python,31,126,0,0,2,0,0,0,0,0,3,1,10,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/_dummy_thread.py.functions/186-1,interrupt_main,186:1,python,8,23,0,0,1,0,0,0,0,0,1,1,0,0,0,0,none
99843425,tot_projects/0/99843425-d97cbfa3b89485a3bbe968b7d712c4d849c43c26/lozuwa-automatic_digital_microscope_open_source_version-d97cbfa/MicroscopeProt5/Interface.py.functions/47-1,home,47:1,python,25,49,0,0,1,0,0,0,0,0,0,0,17,1,0,0,none
99843425,tot_projects/0/99843425-d97cbfa3b89485a3bbe968b7d712c4d849c43c26/lozuwa-automatic_digital_microscope_open_source_version-d97cbfa/MicroscopeProt5/Interface.py.functions/73-1,change,73:1,python,25,92,0,0,1,0,0,0,0,0,3,2,8,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/ldap3/utils/config.py.functions/216-1,set_config_parameter,216:1,python,84,220,0,0,27,0,0,0,0,0,3,2,3,1,0,0,none
105887056,tot_projects/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW1/util.py.functions/655-1,mutePrint,655:1,python,10,17,0,0,1,0,0,0,0,0,1,1,1,1,0,0,none
105887056,tot_projects/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW1/util.py.functions/666-1,unmutePrint,666:1,python,8,15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,none
105887056,tot_projects/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW2/graphicsDisplay.py.functions/672-1,saveFrame,672:1,python,8,41,0,0,1,0,0,0,0,0,2,1,4,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/lib2to3/pytree.py.functions/21-1,type_repr,21:1,python,9,31,0,0,1,0,0,0,1,1,2,2,3,1,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/utils/temp_dir.py.functions/29-1,global_tempdir_manager,29:1,python,8,19,0,0,1,0,0,0,0,0,0,0,1,1,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/utils/temp_dir.py.functions/62-1,tempdir_registry,62:1,python,11,33,0,0,1,0,0,0,0,0,0,0,1,1,0,0,none
105887056,tot_projects/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW3/trackingTestClasses.py.functions/95-5,execute,95:5,python,19,119,1,0,0,0,0,0,1,1,3,1,16,2,0,0,none
105887056,tot_projects/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW3/trackingTestClasses.py.functions/140-5,execute,140:5,python,29,149,1,0,0,0,0,0,2,1,3,1,22,3,0,0,none
105887056,tot_projects/0/105887056-8518f4b10022ea2e9c15710bb693c68d298c67b7/mike84265-AIML-8518f4b/HW3/trackingTestClasses.py.functions/170-5,writeSolution,170:5,python,28,129,1,0,0,0,0,0,3,3,2,1,20,2,0,0,none
33257894,tot_projects/0/33257894-88424361ede6d9215835cd839cc51b02e5771ff7/BrainTech-pisak-8842436/pisak/arg_parser.py.functions/22-1,get_args,22:1,python,10,28,0,0,1,0,0,0,0,0,1,1,1,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pycparser/ply/yacc.py.functions/188-1,call_errorfunc,188:1,python,11,31,0,0,1,0,0,0,0,0,0,0,1,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/pycparser/ply/yacc.py.functions/3214-1,yacc,3214:1,python,281,939,0,0,1,0,0,0,14,1,38,3,125,3,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab06/mdp/graphicsCrawlerDisplay.py.functions/314-1,run,314:1,python,20,43,0,0,1,0,0,0,0,0,0,0,10,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/turtledemo/clock.py.functions/56-1,setup,56:1,python,26,77,0,0,1,0,0,0,1,1,0,0,22,1,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/sysconfig.py.functions/188-1,customize_compiler,188:1,python,73,238,0,0,1,0,0,0,0,0,14,3,8,1,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/sysconfig.py.functions/455-1,_init_posix,455:1,python,19,59,2,0,1,0,0,0,0,0,0,0,10,3,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/sysconfig.py.functions/476-1,_init_nt,476:1,python,17,55,0,0,1,0,0,0,0,0,0,0,8,2,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/setuptools/_distutils/sysconfig.py.functions/495-1,get_config_vars,495:1,python,74,205,1,0,1,0,0,0,1,1,10,4,19,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/importlib/_bootstrap.py.functions/1054-1,_calc___package__,1054:1,python,25,109,5,0,0,0,0,0,0,0,3,2,5,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/importlib/_bootstrap.py.functions/1081-1,__import__,1081:1,python,35,149,3,0,0,0,0,0,0,0,4,2,11,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/importlib/_bootstrap.py.functions/1125-1,_setup,1125:1,python,33,115,0,0,1,0,0,0,2,1,3,2,8,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/importlib/_bootstrap.py.functions/1168-1,_install_external_importers,1168:1,python,6,20,0,0,1,0,0,0,0,0,0,0,1,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Practice/multiagent_sol/multiagent/multiAgents.py.functions/134-5,__init__,134:5,python,4,20,1,0,0,0,0,0,0,0,0,0,3,2,0,0,none
500871419,tot_projects/0/500871419-581dee668b263e5bb74db99202acabf30ecebb85/tedomi2705-kernel_xiaomi_sdm660-581dee6/tools/perf/scripts/python/export-to-postgresql.py.functions/652-1,trace_unhandled,652:1,python,3,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/passlib/crypto/_blowfish/base.py.functions/19-1,_init_constants,19:1,python,286,1049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/__init__.py.functions/130-1,__go,130:1,python,19,49,0,0,1,0,0,0,0,0,0,0,7,2,0,0,none
707007935,tot_projects/0/707007935-41883daa0af4cbca591c985721c84a0f00bc00e1/daixd5520-LLM-benchmark-41883da/Baichuan2-7b-chat/modeling_baichuan.py.functions/542-1,no_init_weights,542:1,python,9,17,0,0,1,0,0,0,0,0,1,1,0,0,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/pygments/unistring.py.functions/82-1,combine,82:1,python,2,11,1,0,0,0,0,0,0,0,0,0,2,2,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/pygments/unistring.py.functions/86-1,allexcept,86:1,python,5,20,1,0,0,0,0,0,1,1,0,0,3,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/lib2to3/fixer_util.py.functions/229-1,in_special_context,229:1,python,18,94,0,0,1,0,0,0,1,1,2,1,6,2,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/certifi/core.py.functions/17-5,where,17:5,python,23,26,0,0,2,0,0,0,0,0,1,1,5,3,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_vendor/certifi/core.py.functions/51-5,where,51:5,python,24,24,0,0,2,0,0,0,0,0,1,1,3,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/docutils/languages/__init__.py.functions/21-1,get_language,21:1,python,27,102,3,0,0,0,0,0,1,1,2,1,12,2,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Lab02/usearch/graphicsDisplay.py.functions/672-1,saveFrame,672:1,python,8,41,0,0,1,0,0,0,0,0,2,1,4,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Practice/multiagent/util.py.functions/698-1,mutePrint,698:1,python,10,17,0,0,1,0,0,0,0,0,1,1,1,1,0,0,none
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1/TahlilMahfuz-CSE-4618_Artificial-Intelligence-Lab-3366aaa/Practice/multiagent/util.py.functions/710-1,unmutePrint,710:1,python,8,15,0,0,1,0,0,0,0,0,1,1,0,0,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/docutils/parsers/__init__.py.functions/42-1,get_parser_class,42:1,python,10,41,2,0,0,0,0,0,0,0,1,1,7,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/collections/__init__.py.functions/42-1,__getattr__,42:1,python,14,61,1,0,0,0,0,0,0,0,1,1,4,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/cffi/verifier.py.functions/256-1,set_tmpdir,256:1,python,4,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_internal/configuration.py.functions/68-1,get_configuration_files,68:1,python,17,57,0,0,1,0,0,0,0,0,1,1,7,2,0,0,none
770928505,tot_projects/0/770928505-9b13aa338b619080c86e23e0492a5a82deecfa1c/epfl-cs358-2024sp-exoskeleton-9b13aa3/pvenv/Lib/site-packages/pip/_internal/configuration.py.functions/320-5,iter_config_files,320:5,python,29,78,0,0,2,0,0,0,0,0,2,1,3,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/_osx_support.py.functions/83-1,_get_system_version,83:1,python,29,61,0,0,1,0,0,0,0,0,2,2,7,3,0,0,none
108924214,tot_projects/0/108924214-eb57d054ce9041054d921daf31850d6259d8bfcf/masamitsu-murase-wmi_device_manager-eb57d05/wmidevicemanager/wmidevicemanager.py.functions/10-1,_wmi_object,10:1,python,5,17,0,0,1,0,0,0,0,0,1,1,1,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/babel/core.py.functions/35-1,get_global,35:1,python,43,123,0,0,1,0,0,0,0,0,2,2,8,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/profile.py.functions/59-5,runctx,59:5,python,8,26,2,0,0,0,0,0,0,0,0,0,3,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/profile.py.functions/93-1,runctx,93:1,python,7,43,2,0,0,0,0,0,0,0,0,0,2,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/profile.py.functions/418-5,runctx,418:5,python,8,24,2,0,0,0,0,0,0,0,0,0,4,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/profile.py.functions/504-5,_calibrate_inner,504:5,python,61,142,1,0,0,0,0,0,3,1,6,1,20,2,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_vendor/distlib/wheel.py.functions/703-5,_get_dylib_cache,703:5,python,8,27,0,0,1,0,0,0,0,0,1,1,4,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/http/cookiejar.py.functions/44-1,_debug,44:1,python,8,23,0,0,1,0,0,0,0,0,2,1,2,1,0,0,none
428375470,tot_projects/0/428375470-dd22e9d39ef5e2c6c8e8fb50ec61909f52c3f30e/StringSuzana-chat_server-dd22e9d/venv/Lib/site-packages/pip/_internal/commands/debug.py.functions/53-1,get_module_from_module_name,53:1,python,9,27,1,0,0,0,0,0,0,0,1,1,5,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/sqlalchemy/dialects/oracle/zxjdbc.py.functions/212-5,__init__,212:5,python,23,82,0,0,1,0,0,0,0,0,1,1,6,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/concurrent/futures/thread.py.functions/33-1,_python_exit,33:1,python,8,25,0,0,1,0,0,0,2,1,0,0,4,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/idlelib/debugger_r.py.functions/346-1,start_remote_debugger,346:1,python,23,117,0,0,1,0,0,0,0,0,0,0,5,1,0,0,none
190599005,tot_projects/0/190599005-bf28484686af5d191c4295503f89b1890f211d3a/OspreyInterns-ReportGeneration-bf28484/sales_data.py.functions/41-1,list_builder,41:1,python,60,223,0,0,1,0,0,0,2,2,6,2,12,1,0,0,none
190599005,tot_projects/0/190599005-bf28484686af5d191c4295503f89b1890f211d3a/OspreyInterns-ReportGeneration-bf28484/DyeMinish_data.py.functions/144-1,list_builder,144:1,python,93,411,0,0,1,0,0,0,2,2,8,3,17,2,0,0,none
190599005,tot_projects/0/190599005-bf28484686af5d191c4295503f89b1890f211d3a/OspreyInterns-ReportGeneration-bf28484/DyeMinish_data.py.functions/239-1,dyevert_uses,239:1,python,105,368,0,0,1,0,0,0,4,3,8,3,15,1,0,0,none
190599005,tot_projects/0/190599005-bf28484686af5d191c4295503f89b1890f211d3a/OspreyInterns-ReportGeneration-bf28484/DyeMinish_data.py.functions/380-1,excel_flag_write,380:1,python,228,1192,0,0,1,0,0,0,8,2,9,2,77,2,0,0,none
127101709,tot_projects/0/127101709-aa0ca66c23ba379efaa869d68db5670cc388f2e5/ZZYuting-car-detection-using-retinanet-aa0ca66/Detectron/detectron/modeling/model_builder.py.functions/127-1,get_func,127:1,python,26,91,1,0,0,0,0,0,0,0,3,1,11,2,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/werkzeug/debug/__init__.py.functions/48-1,get_machine_id,48:1,python,77,166,0,0,1,0,0,0,1,1,6,2,15,3,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/logging/__init__.py.functions/377-1,setLogRecordFactory,377:1,python,9,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/logging/__init__.py.functions/1237-1,setLoggerClass,1237:1,python,12,55,0,0,1,0,0,0,0,0,2,2,2,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/logging/__init__.py.functions/2176-1,captureWarnings,2176:1,python,15,56,0,0,1,0,0,0,0,0,3,2,0,0,0,0,none
99843425,tot_projects/0/99843425-d97cbfa3b89485a3bbe968b7d712c4d849c43c26/lozuwa-automatic_digital_microscope_open_source_version-d97cbfa/MicroscopeProt4/Interface.py.functions/59-1,home,59:1,python,25,80,0,0,3,0,0,0,0,0,2,1,20,1,0,0,none
99843425,tot_projects/0/99843425-d97cbfa3b89485a3bbe968b7d712c4d849c43c26/lozuwa-automatic_digital_microscope_open_source_version-d97cbfa/MicroscopeProt4/Interface.py.functions/85-1,change,85:1,python,25,86,0,0,1,0,0,0,0,0,3,2,8,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/site-packages/paramiko/util.py.functions/233-1,get_thread_id,233:1,python,13,30,0,0,1,0,0,0,0,0,0,0,4,2,0,0,none
33257894,tot_projects/0/33257894-88424361ede6d9215835cd839cc51b02e5771ff7/BrainTech-pisak-8842436/pisak/scanning.py.functions/784-5,blink,784:5,python,32,93,0,0,0,0,0,1,0,0,5,3,8,1,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/tkinter/__init__.py.functions/278-1,NoDefaultRoot,278:1,python,11,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,none
322764981,tot_projects/0/322764981-73991d3b6174a29261cd6b86bc5f1c16a8b13021/star-eyes-student_edit-73991d3/成绩管理系统1/schema/pgsql/pgAdmin 4/venv/Lib/tkinter/__init__.py.functions/317-5,__init__,317:5,python,29,120,0,0,1,0,0,0,0,0,4,1,8,2,0,0,none
