id,path,name,position,language,loc,words,keywords/global.json,keywords/nonlocal.json,keywords/globals.json,keywords/locals.json,keywords/inspect.json,keywords/import.json,keywords/from_import.json,keywords/builtins.json,loop_statements,loop_nestings,if_statements,if_nestings,functions_calls,function_calls_nestings,params,param_kw_match,return_kw_match,parse_error
199495645,projects/0/199495645-6bbaab45bb624d87d2af8c8f941dfa3d54cfc5bd/shiron263-twitter_scraping_scripts-6bbaab4/Lib/site-packages/pandas/tests/plotting/test_hist_method.py.functions/260-5,test_grouped_hist_legacy,260:5,python,58,195,0,0,0,0,0,0,2,0,1,1,0,0,28,2,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/306-5,dump_option_dicts,306:5,python,25,89,0,0,0,0,0,0,1,0,2,2,4,1,10,2,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/382-5,parse_config_files,382:5,python,55,161,0,0,0,0,0,0,1,0,4,3,7,2,20,2,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/518-5,_parse_command_opts,518:5,python,90,289,0,0,0,0,0,0,1,0,2,1,10,3,31,2,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/622-5,_show_help,622:5,python,49,200,0,0,0,0,0,0,2,0,1,1,5,2,19,2,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/672-5,handle_display_options,672:5,python,39,109,0,0,0,0,0,0,1,0,2,1,3,2,13,2,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/729-5,print_commands,729:5,python,32,109,0,0,0,0,0,1,0,0,3,1,3,1,8,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/762-5,get_command_list,762:5,python,31,107,0,0,0,0,0,1,0,0,3,1,2,1,6,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/917-5,reinitialize_command,917:5,python,38,178,0,0,0,0,0,0,1,0,1,1,3,1,7,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/1226-5,set_requires,1226:5,python,5,19,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/1235-5,set_provides,1235:5,python,6,25,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/setuptools/_distutils/dist.py.functions/1245-5,set_obsoletes,1245:5,python,5,19,0,0,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/121-1,_declare_state,121:1,python,3,13,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/126-1,__getstate__,126:1,python,6,20,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/134-1,__setstate__,134:1,python,5,21,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/371-1,get_build_platform,371:1,python,22,72,0,0,0,0,0,0,1,0,0,0,1,1,8,2,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/554-5,_build_master,554:5,python,18,31,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/1431-5,run_script,1431:5,python,23,95,0,0,0,0,0,0,1,0,0,0,2,1,17,3,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/3048-1,issue_warning,3048:1,python,11,28,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/3227-1,_initialize,3227:1,python,9,34,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,none
259865751,projects/0/259865751-96cc5c623e48762782553f2cfff0d7136b3f04d4/TripleFireMan-CYDefine-96cc5c6/CYDefine/venv/lib/python3.7/site-packages/pkg_resources/__init__.py.functions/3239-1,_initialize_master_working_set,3239:1,python,37,99,0,0,1,1,0,0,0,0,0,0,0,0,11,2,0,0,0,none
808332436,projects/0/808332436-f3c409f3c6fc83c0917edeb5f056deabb0b680f5/toreachpoise-sporulation-f3c409f/ren'py/Messenger 1.1/renpy/text/extras.py.functions/207-1,textwrap,207:1,python,41,121,0,0,0,0,0,1,0,0,1,1,2,2,8,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/Splunk_TA_censys/bin/splunk_ta_censys/aob_py3/attr/_make.py.functions/1198-1,attrs,1198:1,python,406,2178,0,1,0,0,0,0,0,0,0,0,15,2,31,2,0,0,0,none
199495645,projects/0/199495645-6bbaab45bb624d87d2af8c8f941dfa3d54cfc5bd/shiron263-twitter_scraping_scripts-6bbaab4/Lib/keyword.py.functions/57-1,main,57:1,python,37,124,0,0,0,0,0,1,0,0,1,1,4,2,17,2,0,0,0,none
328922145,projects/0/328922145-e74c47798ab3b0da8dec0a9c364f78d54c7cf5b6/arminmehraeen-TestCase-e74c477/venv/Lib/site-packages/pip-19.0.3-py3.6.egg/pip/_vendor/distlib/index.py.functions/65-5,_get_pypirc_command,65:5,python,9,30,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/automat/_test/test_visualize.py.functions/70-5,setUp,70:5,python,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/automat/_test/test_visualize.py.functions/149-5,setUp,149:5,python,7,23,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/automat/_test/test_visualize.py.functions/314-5,tool,314:5,python,13,44,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,none
208345644,projects/0/208345644-35bb81be4810b0f4496390539f9774334488224f/censys-censys-splunk-35bb81b/packages/censys/src/main/resources/splunk/lib/pygments/lexers/parsers.py.functions/660-5,__init__,660:5,python,3,15,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,none
282881935,projects/0/282881935-f654c0da87cfc09847417902ad77f7bbd161eeb5/YashIndane-Rubiks-Cube-Assistant-f654c0d/many_cubes.py.functions/54-1,sort_array,54:1,python,52,131,1,0,0,0,0,0,0,0,3,2,3,1,15,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/26-5,test_w_single,26:5,python,12,34,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/39-5,test_w_multiple,39:5,python,16,43,0,0,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/59-5,test_w_single,59:5,python,9,29,0,0,0,0,0,0,2,0,0,0,0,0,3,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/69-5,test_w_multiple,69:5,python,10,34,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/80-5,test_w_multiple_overwriting,80:5,python,11,37,0,0,0,0,0,0,2,0,0,0,0,0,5,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/97-5,_getTargetClass,97:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/141-5,_getTargetClass,141:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/148-5,test_providedBy_miss,148:5,python,8,32,0,0,0,0,0,0,2,0,0,0,0,0,5,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/157-5,test_providedBy_hit,157:5,python,9,31,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/167-5,test_implementedBy_miss,167:5,python,8,32,0,0,0,0,0,0,2,0,0,0,0,0,5,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/176-5,test_implementedBy_hit,176:5,python,9,31,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/211-5,_getTargetClass,211:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/215-5,test_optimizations,215:5,python,8,27,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/227-5,_getTargetClass,227:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/271-5,test___adapt___ob_no_provides_uses_hooks,271:5,python,13,49,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/288-5,_getTargetClass,288:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/292-5,test_optimizations,292:5,python,8,27,0,0,0,0,0,1,1,0,0,0,0,0,4,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/304-5,_getTargetClass,304:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/313-5,test_ctor,313:5,python,8,40,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/351-5,test___setBases_subscribes_bases_and_notifies_dependents,351:5,python,15,55,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/367-5,test_changed_clears_volatiles_and_implied,367:5,python,10,39,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/378-5,test_interfaces_skips_already_seen,378:5,python,6,24,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/385-5,test_extends_strict_wo_self,385:5,python,6,24,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/406-5,test_get_hit_from_base_wo__v_attrs,406:5,python,10,50,0,0,0,0,0,0,2,0,0,0,0,0,9,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/419-5,_getTargetClass,419:5,python,3,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/439-5,test_ctor_w_attrs_attrib_methods,439:5,python,14,52,0,0,0,0,0,0,2,0,0,0,0,0,10,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/472-5,test_ctor_attrs_w__decorator_non_return,472:5,python,9,38,0,0,0,0,0,0,1,0,0,0,0,0,8,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/482-5,test_ctor_attrs_w_invalid_attr_type,482:5,python,5,22,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/519-5,test_names_w_all_False_ignores_bases,519:5,python,13,51,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/533-5,test_names_w_all_True_no_bases,533:5,python,10,39,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/544-5,test_names_w_all_True_w_bases_simple,544:5,python,13,53,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/558-5,test_names_w_all_True_bases_w_same_names,558:5,python,16,59,0,0,0,0,0,0,2,0,0,0,0,0,9,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/575-5,test___iter__,575:5,python,16,56,0,0,0,0,0,0,2,0,0,0,0,0,8,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/592-5,test_namesAndDescriptions_w_all_False_ignores_bases,592:5,python,15,53,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/608-5,test_namesAndDescriptions_w_all_True_no_bases,608:5,python,13,43,0,0,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/622-5,test_namesAndDescriptions_w_all_True_simple,622:5,python,17,59,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/640-5,test_namesAndDescriptions_w_all_True_bases_w_same_names,640:5,python,20,65,0,0,0,0,0,0,2,0,0,0,0,0,9,3,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/665-5,test_getDescriptionFor_hit,665:5,python,11,44,0,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/683-5,test___getitem___hit,683:5,python,11,42,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/699-5,test___contains___hit,699:5,python,11,40,0,0,0,0,0,0,2,0,0,0,0,0,5,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/715-5,test_direct_hit_local_miss_bases,715:5,python,18,69,0,0,0,0,0,0,2,0,0,0,0,0,12,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/738-5,test_queryDescriptionFor_hit,738:5,python,5,25,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/755-5,test_validateInvariants_fail_wo_errors_passed,755:5,python,16,55,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/772-5,test_validateInvariants_fail_w_errors_passed,772:5,python,14,52,0,0,0,0,0,0,1,0,0,0,0,0,10,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/787-5,test_validateInvariants_fail_in_base_wo_errors_passed,787:5,python,18,64,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/806-5,test_validateInvariants_fail_in_base_w_errors_passed,806:5,python,21,77,0,0,0,0,0,0,1,0,0,0,0,0,14,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/838-5,test___hash___missing_required_attrs,838:5,python,15,55,0,0,0,0,0,1,1,0,0,0,0,0,11,2,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/901-5,test_attributes_link_to_interface,901:5,python,8,27,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/910-5,test_methods_link_to_interface,910:5,python,9,25,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,none
175991844,projects/0/175991844-813e58b43effa8848722d1503837603f18aebd6a/dspray95-open-recipe-813e58b/venv/Lib/site-packages/zope/interface/tests/test_interface.py.functions/920-5,test_classImplements_simple,920:5,python,29,90,0,0,0,0,0,0,3,0,0,0,0,0,15,2,0,0,0,none
