id,name,language,loc,words,keywords/global.json,keywords/nonlocal.json,keywords/globals.json,keywords/locals.json,keywords/inspect.json,keywords/import.json,keywords/from_import.json,keywords/builtins.json,count
154631357,projects/0/154631357-438b8701193ea8b7ac967fc12532b87f162462c1/Anisha7-Tweet-Generator-438b870/venv/lib/python2.7/site-packages/pylint/test/input/func_dotted_ancestor.py,python,11,28,0,0,0,0,0,0,1,0,1
305307563,projects/0/305307563-830c472a9f231e3b7402705f6a02b1028bccfe92/RingoSnail-Python_Basic-830c472/venv/Lib/site-packages/setuptools/ssl_support.py,python,266,910,0,0,0,0,0,9,4,0,3
630485987,projects/0/630485987-539e2aff5538e99ff1a76822337db001d3cbc03f/naresh1-23-Todo-react-djangoRESTApi-539e2af/backend/env/lib/python3.10/site-packages/django/core/checks/async_checks.py,python,16,44,0,0,0,0,0,1,1,0,2
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/plotly/graph_objs/pointcloud/marker/__init__.py,python,8,24,0,0,0,0,0,1,2,0,1
227075692,projects/0/227075692-05ce0524795e293350de051874b052ad7ba7ed9a/IORADEV-ADSS-05ce052/venv/Lib/site-packages/django/contrib/gis/geos/geometry.py,python,738,3007,0,0,0,0,0,1,20,0,2
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/pandas/core/computation/pytables.py,python,651,2160,0,0,0,0,0,3,13,0,1
844607287,projects/0/844607287-74f7e05d49cd35e9826228a4e839fa06f040f91d/philippbogdan-Scrabble-NEA-74f7e05/.history/dawg_20241010141326.py,python,196,630,0,0,0,0,0,3,3,0,1
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/plotly/validators/waterfall/_yperiod0.py,python,11,30,0,0,0,0,0,1,0,0,1
342016617,projects/0/342016617-a1b4be50095efc05ab29038188d05421e66f3bc0/eshanjain1-mdst-a1b4be5/env/lib/python3.8/site-packages/pandas/tests/indexes/numeric/test_indexing.py,python,260,1259,0,0,0,0,0,3,1,0,1
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/plotly/validators/candlestick/_close.py,python,11,30,0,0,0,0,0,1,0,0,1
630485987,projects/0/630485987-539e2aff5538e99ff1a76822337db001d3cbc03f/naresh1-23-Todo-react-djangoRESTApi-539e2af/backend/env/lib/python3.10/site-packages/setuptools/_distutils/versionpredicate.py,python,169,613,1,0,0,0,0,3,0,0,5
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/idlelib/stackviewer.py,python,155,488,1,0,0,0,0,4,5,0,1
227075692,projects/0/227075692-05ce0524795e293350de051874b052ad7ba7ed9a/IORADEV-ADSS-05ce052/venv/Lib/site-packages/setuptools/_vendor/packaging/utils.py,python,57,202,0,0,0,0,0,1,2,0,24
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/plotly/validators/scatter3d/error_z/_traceref.py,python,14,36,0,0,0,0,0,1,0,0,1
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/pandas/core/arrays/sparse/accessor.py,python,379,1308,0,0,0,0,0,2,14,0,1
436720464,projects/0/436720464-b8af5a126821091ac2b7e4d3cdc754fdf9415e1d/LitosRomero-KrakenEnv-b8af5a1/Lib/site-packages/plotly/validators/scatterpolar/hoverlabel/_namelengthsrc.py,python,16,31,0,0,0,0,0,1,0,0,1
261818858,projects/0/261818858-173e13e3884ae0519e0f886d6c81b6b09fd3f591/Kanapka-ruminative-panda-173e13e/ruminative-panda-server/DomainModule/Direction.py,python,9,17,0,0,0,0,0,0,1,0,1
342016617,projects/0/342016617-a1b4be50095efc05ab29038188d05421e66f3bc0/eshanjain1-mdst-a1b4be5/env/lib/python3.8/site-packages/scipy/optimize/_lsq/setup.py,python,12,37,0,0,0,0,0,0,2,0,1
275078201,projects/0/275078201-aa62d73bcc3a4f3a2772b97d9df08defaae8f3a2/charlesmadere-CynanBot-aa62d73/initCynanBotChatBand.py,python,902,2361,0,0,0,0,0,2,187,0,1
305307563,projects/0/305307563-830c472a9f231e3b7402705f6a02b1028bccfe92/RingoSnail-Python_Basic-830c472/venv/Lib/site-packages/pandas/tests/series/methods/test_unstack.py,python,137,528,0,0,0,0,0,4,1,0,1
857939585,projects/0/857939585-646d94ca976e180d15f8a88e7b5fe3c534ad2699/hectar-glitches-ion-trajectory-intergration-646d94c/.venv/lib/python3.12/site-packages/pandas/tests/scalar/timedelta/methods/test_as_unit.py,python,80,294,0,0,0,0,0,1,3,0,1
231240638,projects/0/231240638-df0e26370e2798402977973999be9545a5112fd4/syukronahmd-Machine-Learning-df0e263/Lib/site-packages/scipy/integrate/_ivp/common.py,python,431,1847,0,0,0,0,0,1,4,0,2
791310493,projects/0/791310493-484cf18f80483f29550562cabf3889f0e8416305/codewavechasers-Medlink-484cf18/server/online_doctors/views.py,python,14,35,0,0,0,0,0,0,2,0,1
306751129,projects/0/306751129-47ec8b9c4cf0cdf4b5f094f90184cd7d0b3c7400/a-xalimonov-DIA_2020-47ec8b9/Lab8/movies/urls.py,python,7,22,0,0,0,0,0,0,2,0,1
