id,name,language,loc,words,keywords/global.json,keywords/nonlocal.json,keywords/globals.json,keywords/locals.json,keywords/inspect.json,keywords/import.json,keywords/from_import.json,keywords/builtins.json,count
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/util/id_mgr.py,python,47,146,0,0,0,0,0,1,5,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/util/db_util.py,python,227,672,0,0,0,0,0,3,0,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/util/timer.py,python,24,62,0,0,0,0,0,1,0,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/data/_test.py,python,23,52,0,0,0,0,0,1,0,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/login/login_http_server.py,python,23,77,0,0,0,0,0,0,2,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/gm/gm_handler.py,python,70,231,0,0,0,0,0,3,2,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/db/tbl/tbl_item.py,python,25,79,0,0,0,0,0,1,3,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/db/tbl/tbl_test.py,python,27,93,0,0,0,0,0,1,3,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/db/tbl/tbl_player.py,python,26,87,0,0,0,0,0,1,3,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/db/db_handler.py,python,487,1821,0,0,0,0,0,5,4,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/game/db/db_redis.py,python,12,34,0,0,0,0,0,1,0,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/http_util/http_server.py,python,18,53,0,0,0,0,0,2,0,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/py_cffi/cffi_builder.py,python,25,110,0,0,0,0,0,0,1,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/py_cffi/cffi_test.py,python,39,169,0,0,0,0,0,0,3,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/main.py,python,91,204,1,0,0,0,0,11,1,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/test.py,python,211,654,0,0,0,0,0,6,1,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_arena_pb2.py,python,121,382,0,0,0,0,0,1,5,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/descriptor_pb2.py,python,2034,8808,0,0,0,0,0,1,4,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_no_arena_import_pb2.py,python,70,195,0,0,0,0,0,1,4,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/test_messages_proto2_pb2.py,python,2106,9457,0,0,0,0,0,1,5,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/empty_pb2.py,python,64,207,0,0,0,0,0,1,4,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_mset_wire_format_pb2.py,python,105,300,0,0,0,0,0,1,4,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/timestamp_pb2.py,python,78,296,0,0,0,0,0,1,4,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/map_proto2_unittest_pb2.py,python,1313,4622,0,0,0,0,0,1,6,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/api_pb2.py,python,250,1156,0,0,0,0,0,1,6,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_pb2.py,python,7604,32971,0,0,0,0,0,1,8,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_import_pb2.py,python,138,442,0,0,0,0,0,1,7,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/type_pb2.py,python,541,2360,0,0,0,0,0,1,7,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/text_format.py,python,1774,6504,0,0,0,0,0,3,6,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/descriptor_database.py,python,177,807,0,0,0,0,0,1,0,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_proto3_arena_pb2.py,python,1000,5086,0,0,0,0,0,1,6,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/descriptor.py,python,1077,4644,0,0,0,0,0,4,5,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/unittest_mset_pb2.py,python,272,923,0,0,0,0,0,1,5,0,1
207982245,projects/0/207982245-4269d0a2ca020ea74a2fa1f043c7bd4b309112a0/lkakaka-GameServer-4269d0a/script/python/google/protobuf/struct_pb2.py,python,280,1089,0,0,0,0,0,1,5,0,1
