id,path,name,latest_commit,files,loc,words,files_with_kw,files_with_keywords/globals.json,files_with_keywords/builtins.json,files_with_keywords/global.json,files_with_keywords/inspect.json,files_with_keywords/locals.json,files_with_keywords/nonlocal.json,loc_with_kw,loc_of_files_with_keywords/globals.json,loc_of_files_with_keywords/builtins.json,loc_of_files_with_keywords/global.json,loc_of_files_with_keywords/inspect.json,loc_of_files_with_keywords/locals.json,loc_of_files_with_keywords/nonlocal.json,words_with_kw,words_of_files_with_keywords/globals.json,words_of_files_with_keywords/builtins.json,words_of_files_with_keywords/global.json,words_of_files_with_keywords/inspect.json,words_of_files_with_keywords/locals.json,words_of_files_with_keywords/nonlocal.json,keywords/globals.json,keywords/builtins.json,keywords/global.json,keywords/inspect.json,keywords/locals.json,keywords/nonlocal.json
763189234,tot_projects/0/763189234-3366aaa0ff94a444d6cfa84651dfa244d6ec25e1,TahlilMahfuz/CSE-4618_Artificial-Intelligence-Lab,3366aaa0ff94a444d6cfa84651dfa244d6ec25e1,134,42704,213968,53,20,0,40,0,0,0,22162,8449,0,18647,0,0,0,130953,78997,0,115279,0,0,0,29,0,156,0,0,0
220156306,tot_projects/0/220156306-ece876bfae32c5051a3749e53bec65df90261891,napoler/Synonymous-sentence,ece876bfae32c5051a3749e53bec65df90261891,4,348,1149,1,0,0,1,0,0,0,272,0,0,272,0,0,0,911,0,0,911,0,0,0,0,0,3,0,0,0
697336100,tot_projects/0/697336100-68b6a86886f0844a9fd1fe78b489a689262269ff,suppression-bureau/boh_app,68b6a86886f0844a9fd1fe78b489a689262269ff,25,1952,6951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142402217,tot_projects/0/142402217-0b677ce77e6ff516eab77fb196d597c389c28750,PominovaMS/MRI-depression,0b677ce77e6ff516eab77fb196d597c389c28750,6,754,3886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21633714,tot_projects/0/21633714-0b7c70942b06591498f76b824b0f826c61c07c74,mcgowan/Get,0b7c70942b06591498f76b824b0f826c61c07c74,1,170,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405153059,tot_projects/0/405153059-2ccc80789143d7361a14735d5884830688a4e4b4,microsoft/building-damage-assessment-cnn-siamese,2ccc80789143d7361a14735d5884830688a4e4b4,16,2909,13518,2,0,0,2,0,0,0,1048,0,0,1048,0,0,0,4985,0,0,4985,0,0,0,0,0,5,0,0,0
33980538,tot_projects/0/33980538-6001f7d3f534a606d2e6b5192a13743aad282909,kaniskapadhi/OpenSource,6001f7d3f534a606d2e6b5192a13743aad282909,4,155,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176405072,tot_projects/0/176405072-b1d5050827327c6e3341118f287f2c4fdd20d7e8,byund/shiftsystem-test,b1d5050827327c6e3341118f287f2c4fdd20d7e8,15,3186,14774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363120109,tot_projects/0/363120109-da3e28f576ba284ffdfc498c8eab2d63c7420f83,devineniraghava/Recirculation,da3e28f576ba284ffdfc498c8eab2d63c7420f83,3,682,3643,1,0,0,1,0,0,0,491,0,0,491,0,0,0,2848,0,0,2848,0,0,0,0,0,9,0,0,0
715094262,tot_projects/0/715094262-d7a1a6e448a6017d41518ce7ae58890c186f5ef9,ndido98/acida,d7a1a6e448a6017d41518ce7ae58890c186f5ef9,8,812,3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237745003,tot_projects/0/237745003-d8fede795219259d38dd4d7dec73e8bb1a8c5341,tungstenfabric/tf-vcenter-plugin,d8fede795219259d38dd4d7dec73e8bb1a8c5341,1,121,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455259988,tot_projects/0/455259988-0a8dd8033445129876aa932c0de04b98185afb5e,andrebsilva/python-learn,0a8dd8033445129876aa932c0de04b98185afb5e,221,1778,5752,4,3,0,4,0,0,1,93,42,0,93,0,0,51,174,92,0,174,0,0,82,8,0,4,0,0,1
190599005,tot_projects/0/190599005-bf28484686af5d191c4295503f89b1890f211d3a,OspreyInterns/ReportGeneration,bf28484686af5d191c4295503f89b1890f211d3a,8,2254,9292,4,0,0,4,0,0,0,1648,0,0,1648,0,0,0,7016,0,0,7016,0,0,0,0,0,7,0,0,0
194499715,tot_projects/0/194499715-a22050507809f62eef7c08f691929f83a1b1f9b2,kminny/rncourse,a22050507809f62eef7c08f691929f83a1b1f9b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26125855,tot_projects/0/26125855-f26f6ad867a5aa262dc0494a853fd3be24a6c45c,UdjinM6/dash-bootstrap,f26f6ad867a5aa262dc0494a853fd3be24a6c45c,2,504,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236927631,tot_projects/0/236927631-411b05cfcfe2bfdbdaa09dd276113dca9dc4007f,bk-cva/Car-Virtual-Assistant,411b05cfcfe2bfdbdaa09dd276113dca9dc4007f,41,4077,14677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625566108,tot_projects/0/625566108-4fde304cef5c3c7a99ce1e4dac599814395f42c8,srmaarnav/Snake-AI,4fde304cef5c3c7a99ce1e4dac599814395f42c8,5,539,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33257894,tot_projects/0/33257894-88424361ede6d9215835cd839cc51b02e5771ff7,BrainTech/pisak,88424361ede6d9215835cd839cc51b02e5771ff7,122,25301,86067,11,0,0,10,0,0,1,2931,0,0,1760,0,0,1171,9809,0,0,6381,0,0,3428,0,0,16,0,0,1
254125527,tot_projects/0/254125527-d5157b23538ddf92dddf415e88fce1d615078b54,yzx-oikawa/yzx-oikawa.github.io,d5157b23538ddf92dddf415e88fce1d615078b54,3,266,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707007935,tot_projects/0/707007935-41883daa0af4cbca591c985721c84a0f00bc00e1,daixd5520/LLM-benchmark,41883daa0af4cbca591c985721c84a0f00bc00e1,6,2621,9610,3,0,0,3,0,0,0,964,0,0,964,0,0,0,3645,0,0,3645,0,0,0,0,0,4,0,0,0
761390974,tot_projects/0/761390974-98f36e34110922caa832cefc7660614e12a05bda,aliesh1996/Selfish-herd,98f36e34110922caa832cefc7660614e12a05bda,2,121,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710344635,tot_projects/0/710344635-e68a761565e967d9b31efc2b8dc83b75f9461265,Rahdyce/Robotics-,e68a761565e967d9b31efc2b8dc83b75f9461265,23,1746,7581,2,0,0,2,0,0,0,322,0,0,322,0,0,0,1760,0,0,1760,0,0,0,0,0,3,0,0,0
842625436,tot_projects/0/842625436-c7c96866fff02b96bcdab0384b1e64db593fa269,AnkitDimri4/LeetCode2024DCC,c7c96866fff02b96bcdab0384b1e64db593fa269,56,1339,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243922725,tot_projects/0/243922725-2357d294af51565c0b2eb0208581cdacaef52b72,vigneshdemitro/Guvi,2357d294af51565c0b2eb0208581cdacaef52b72,98,2168,6810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259691835,tot_projects/0/259691835-ec8bd82d5972189acf1826efa9a54b12c59b57bc,hosniadel666/cs50-psets,ec8bd82d5972189acf1826efa9a54b12c59b57bc,7,286,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613263825,tot_projects/0/613263825-f43825b09e4ff1a02009acba996d7843fbe7ab9d,codeXii/alx-higher_level_programming,f43825b09e4ff1a02009acba996d7843fbe7ab9d,202,4689,16515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254911995,tot_projects/0/254911995-2c90725937cd64f2c0bd57566f429c03e54a7293,xbinlove2006/myecgpro,2c90725937cd64f2c0bd57566f429c03e54a7293,12,1157,4471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747486391,error,hbumjj/Programmers_project,9433b9ba16c11bc66a3287aec9dca0dbcc3ca0ed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318312492,tot_projects/0/318312492-93f00d55e1b16037f069674cc3bd98e8605bb837,wonjunee/wgfBFMcodes,93f00d55e1b16037f069674cc3bd98e8605bb837,4,507,2172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647590648,error,Ravikisha/DocChat-GitaSaar,6825a2f3e3df7b6a5418d7aae63016681c1eb60e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
